I see it rarely.	私はめったにそれを見ていません。
I'd like to study in Paris.	私はパリに留学したいと思います。
You don't know who I am.	あなたは私が誰か分かりません。
Why don't you eat vegetables?	なぜあなたは野菜を食べていませんか？
Why do people go to the movies?	なぜ人々は映画を見に行くのですか？
I'm undressing.	私は服を脱ぎました。
The car crashed into the wall.	車が壁に衝突しました。
There are no real visions.	本当のビジョンはありません。
There's no point saying "Hi, how are you?" to me if you have nothing else to say.	「やあ、どのようにあなたは？」と言っても意味がありません私にあなたが言うことは何もしていない場合。
In a dictionary like this one there should be at least two sentences with "fridge".	このような辞書では「冷蔵庫」との少なくとも2行の文があるはずです。
Creationism is a pseudo-science.	創造論は疑似科学です。
The wind calmed down.	風が落ち着い。
I don't want to propose to you!	私はあなたに提案したくありません！
Give me time to give you everything I have!	私はあなたに私が持っているすべてを与えるために時間を与えます！
A democrat is a free citizen who yields to the will of the majority.	A民主党は過半数の意志に与える自由市民です。
Where there's a will, there's a way.	意志があります場合には、方法があります。
Who searches, finds.	誰が、発見を検索します。
Rome wasn't built in a day.	ローマは一日にして成らず。
Silence gives consent.	沈黙は同意を与えます。
Have you finished? "On the contrary, I have not even begun yet."	終わった？ 「それどころか、私もまだ開始されていません。」
Good morning, said Tom with a smile.	おはようございます、トムは笑顔で言いました。
Why does one say "Good day" when the day is not good?	日が良くないのに、なぜ一つが「良い一日」と言うのでしょうか？
Wine is poetry filled in bottles.	ワインは、ボトルに充填詩です。
That was the best day of my life.	それは私の人生の最高の日でした。
I don't understand German.	私はドイツ語を理解していません。
I made my decision.	私は私の決定をしました。
I give you my word.	お約束します。
You are the great love of my life.	あなたは私の人生の大きな愛です。
Being objective means not telling everybody whose side you are on.	側面あなたがオンになって皆を語っていない客観的な手段です。
We have a Pope.	ローマ法王の休日。
The whole is greater than the sum of the parts.	全体は部分の総和以上です。
A mathematical truth is neither simple nor complicated; it is.	数学的な真実はシンプルでも複雑でもありません。それがあります。
Mathematicians are poets, except that they have to prove what their fantasy creates.	数学者は彼らの幻想が作成したものを証明しなければならないことを除いて、詩人です。
Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.	数学者はフランス人のようなものです：あなたがそれらを伝えるものは何でも彼らは自分の言語に翻訳し、全く別のものにそれを回します。
An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.	専門家は、彼のフィールドで行うことができ、それらを回避する方法最悪のミスのいくつかを知っている人です。
Doing math is the only socially acceptable way to masturbate in public.	数学を行うことは公共の場で自慰行為をするための唯一の社会的に受け入れられる方法です。
There are 10 types of people in the world: those who understand binary, and those who don't.	バイナリを理解している人、とそうでない人：世界の人々の10種類があります。
I don't think, therefore I am not.	従って私は、私はないです、とは思いません。
Nowadays we want our children to make their own decisions, but we expect those decisions to please us.	今日では、子供たちが自分の意思決定をしたいのですが、我々はこれらの決定は、私たちを喜ばせるために期待しています。
Don't worry, be happy!	心配、幸せにしないでください！
I find foreign languages very interesting.	私は外国語が非常に面白いです。
I don't like learning irregular verbs.	私は不規則動詞を学ぶことが好きではありません。
Take a book and read it.	本を取り、それを読んで。
Face life with a smile!	笑顔でフェイスライフ！
Most schools were designed not to transform society, but to reproduce it.	ほとんどの学校は、社会を変革しないように設計されていたが、それを再現します。
You make me dream.	あなたは私を夢します。
I'm beside myself with joy.	私は喜びで我を忘れています。
He's already a man.	彼はすでに男です。
The vacation is over now.	休暇は終わりました。
I'm afraid to fall.	私は落ちることが怖いです。
Evening dress is desired.	イブニングドレスが望まれています。
That's the absolute truth.	それは絶対的な真理です。
It's cold.	寒いです。
I'm thirsty.	喉が渇いた。
When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.	私は、彼らが高校で一番後悔何人に尋ねるとき、彼らはほぼすべて同じことを言う：彼らはとても多くの時間を無駄にすることを。
When you can't do what you want, you do what you can.	あなたがやりたいことができないとき、あなたは何をすることができます行います。
Give him an inch and he'll take a yard.	彼にインチを与えると、彼はヤードを取りますよ。
You did this intentionally!	あなたは意図的にこれをしませんでした！
You didn't tell him anything?	あなたは彼に何も言いませんでしたか？
You made me lose my mind.	あなたは私が私の心を失うことになりました。
You're my type.	あなたは私のタイプです。
You're irresistible.	あなたは非常に魅力的です。
Could you call again later, please?	あなたは、後でもう一度してください呼んでもらえますか？
Who am I talking with?	誰が私がと話していますか？
I accept, but only under one condition.	私は一つだけ条件の下で、受け入れます。
Smile now, cry later!	今はスマイル、あとで泣こう！
At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.	6歳の時、彼はタイプライターを使用することを学んだと、彼は手で書くことを学ぶ必要がありませんでしたことを先生に伝えていました。
Life is beautiful.	人生は素晴らしい。
There are days where I feel like my brain wants to abandon me.	私の脳は、私を放棄することを望んでいるように私は感じる日があります。
I can't cut my nails and do the ironing at the same time!	私は自分の爪を切ると同時に、アイロンを行うことはできません！
I can't take it anymore! I haven't slept for three days!	私はもうそれを取ることができません！私は3日間寝ていません！
He doesn't want you to tell him about your sex life.	彼はあなたがあなたの性生活について彼に伝えたいしません。
Have you ever eaten a banana pie?	あなたは今までバナナパイを食べたことがありますか？
Why would you marry a woman if you like men?	あなたが男性を好きなら、なぜあなたは女性と結婚するでしょうか？
If you can't have children, you could always adopt.	あなたは子供を持つことができない場合は、いつでも採用可能性があります。
Are you for or against abortions?	あなたは、または妊娠中絶に反対していますか？
What made you change your mind?	何があなたの心を変えたのですか？
Hey, look, a three-headed monkey!	ねえ、三頭の猿を見て！
It's a pity that you can't buy miracles like you would buy potatoes.	それはあなたがジャガイモを購入するだろうようにあなたは奇跡を購入することができないことを残念です。
I love lasagna.	私はラザニアが大好きです。
If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.	あなたはその何か不快なあなたはたとえば、もしくはフランスに歯医者に行くことを、どうなるの知っている場合、それは良いではありません。
Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead.	動物がそれを食べたい他の動物の半分を見ることができ、そして道から抜け出すことができますので、ハーフ目は、実際には非常に有用であり、それが唯一の半分の目を持っている動物、または唯一の49％を食べるようになります目の、これはそれには十分ではありません、それが死んでいるので、最大食べた動物は、、子を持たなくなりますので。
Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.	素数は人生のようなものです。彼らはあなたがそれについてのすべてのあなたの時間の思考を過ごす場合でも、完全に論理的ですが、ためのルールを見つけることは不可能。
If you raise an eyebrow, it can mean "I want to have sex with you", but also "I find that what you just said is completely idiotic."	あなたは眉を上げた場合、それは「私はあなたとセックスがしたい」を意味することができ、だけでなく、「私はあなたが今言ったことは完全にばかげていることがわかります。」
The brain is just a complicated machine.	脳はただ複雑な機械です。
A schedule is an identity card for time, but, if you don't have a schedule, the time isn't there.	スケジュールは、スケジュールを持っていない場合は、時間がない、時間のためのIDカードですが、。
This baby penguin is too cute!	この赤ちゃんペンギンがあまりにもかわいいです！
I'm at the hospital. I got struck by lightning.	私は病院でです。私は雷に打たれてしまいました。
Let's face it, it's impossible. We're never gonna make it.	それは不可能だ、それに直面しよう。我々はそれを作るつもり決してじゃないんです。
What is your greatest source of inspiration?	インスピレーションのあなたの最大の源は何ですか？
You don't marry someone you can live with — you marry the person whom you cannot live without.	あなたが一緒に暮らすことができる誰かと結婚していない - あなたはせずに、あなたが住むことができない人と結婚します。
In theory, there is no difference between theory and practice. But, in practice, there is.	理論的には、理論と実践の間に違いはありません。しかし、実際には、そこにあります。
Don't stay in bed, unless you can make money in bed.	あなたがベッドの中でお金を稼ぐことができない限り、ベッドに滞在しないでください。
There are people in the world so hungry, that God cannot appear to them except in the form of bread.	人々は、神がパンの形を除き、それらに見えることができないので、空腹の世界にあります。
Anything that is too stupid to be spoken is sung.	話さなければあまりにも愚かであるものは歌われます。
It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.	それは知恵を理解するために知恵が必要です。観客は聴覚障害者であれば音楽は何もありません。
I was rereading the letters you sent to me.	私はあなたが私に送られた手紙を読み返しました。
I don't want to go to school.	私は学校に行きたくありません。
It's over between us. Give me back my ring!	それは私たちの間で終わりました。私は私の指輪を与えます！
It is raining.	雨が降っている。
I was planning on going to the beach today, but then it started to rain.	今日はビーチに行くことを計画したが、その後、雨が降り始めました。
She's really smart, isn't she?	彼女は、本当に賢いですね。
An opinion is shocking only if it is a conviction.	意見は、それが信念である場合にのみ衝撃的です。
People who love doubt nothing, or doubt everything.	疑いの何を愛していない、またはすべてを疑う人。
Justice is expensive.	正義は高価です。
Liberty consists of being able to make everything as harmless as possible.	リバティは、可能な限り無害な、すべてを作ることができることから構成されています。
The slowest one to make a promise is the most faithful one in keeping it.	約束を作るための最も遅い一つは、それを維持するのに最も忠実なものです。
Every opinion is a mixture of truth and mistakes.	すべての意見が真実とミスの混合物です。
Life is a fatal sexually transmitted disease.	人生は致命的な性感染症です。
If two men always have the same opinion, one of them is unnecessary.	二人の男が常に同じ意見を持っている場合は、そのうちの一つは不要です。
Our opinion is an idea which we have; our conviction an idea which has us.	私たちの意見は、私たちが持っている考えです。私たちの信念私たちを持っているという考え。
Tomorrow, I'm going to study at the library.	明日は、私は図書館で勉強するつもりです。
Too late.	遅すぎる。
I went to the zoo yesterday.	私は昨日動物園に行ってきました。
We won the battle.	我々は戦いに勝ちました。
Hello? Are you still here?	こんにちは？あなたはまだここにいるの？
I make lunch every day.	私は毎日お弁当を作ります。
I watched TV this morning.	私は今朝テレビを見ていました。
I read a book while eating.	食べながら、私は本を読みます。
I slept a little during lunch break because I was so tired.	私はとても疲れていたので、私は昼休みに少し寝ました。
I started learning Chinese last week.	私は先週、中国学び始めました。
It is easier to hit on people on the Internet than in the street.	通りに比べて、インターネット上の人にヒットする方が簡単です。
I live near the sea so I often get to go to the beach.	私は頻繁にビーチに行くことを得るので、私は海の近くに住んでいます。
Someday I will buy a cotton candy machine.	いつか私は綿菓子製造機を購入します。
It's practical to have a laptop.	これは、ノートパソコンを持っている実用的です。
Your glasses fell on the floor.	あなたのメガネは、床に落ちました。
How many times a day do you look at yourself in the mirror?	あなたは鏡の中の自分を一日に何回見てますか？
We went to London last year.	私たちは、昨年ロンドンに行ってきました。
She doesn't want to talk about it.	彼女はそれについて話をしたくはありません。
I lost my inspiration.	私は私のインスピレーションを失いました。
If you don't have anything to do, look at the ceiling of your room.	あなたは何の関係も持っていない場合は、お部屋の天井を見てください。
It doesn't mean anything!	それは何を意味するものではありません！
Be patient please. It takes time.	患者くださいう。時間がかかる。
Close the door when you leave.	あなたが去るとき、ドアを閉めます。
This is such a sad story.	これは、このような悲しい物語です。
If there's no solution, then there's no problem.	何の解決策はありませんならば、何も問題はありません。
My little brother is watching TV.	私の弟はテレビを見ています。
It's presumptuous for humans to assume that our task is to do what only God can do.	人間は私たちのタスクは唯一の神は何ができるかやっていると仮定するのはおこがましいのです。
An astute reader should be willing to weigh everything they read, including anonymous sources.	抜け目のないリーダーは、匿名の情報源を含め、彼らが読んですべてを、比較検討して喜んでなければなりません。
Denying she was an anarchist, Katja maintained she wished only to make changes in our government, not to destroy it.	彼女はアナーキストだっ拒否、カーチャは、彼女がそれを破壊しないように、私たちの政府に変更を加えることだけを望んだ維持しました。
Blindness is responsible for a staggering toll of poor health, suffering, and loss of dignity and diminution in the quality of lives of people worldwide.	失明は、驚異的な体調不良の通行料、苦しみ、そして世界中の人々の生活の質の尊厳と減少の損失のために責任があります。
The formation and movement of hurricanes are capricious, even with our present-day technology.	ハリケーンを形成すると動きがさえ、私たち現代の技術で、気まぐれです。
When you send a telegram, brevity is essential because you will be charged for every word.	あなたは電報を送るときあなたはすべての単語のために課金されますので、簡潔さが不可欠​​です。
David has a keen interest in aesthetics — the qualities that make a painting, sculpture, musical composition, or poem pleasing to the eye, ear, or mind.	目、耳、または心に絵画、彫刻、楽曲、または詩の楽しいを作る資質 - ダビデは美学に強い関心を持っています。
Despite Trang's constant affirmations of love, Spenser is still afraid someday she will fall out of love with him.	愛のトランの定数の確約にもかかわらず、スペンサーはまだ彼女が彼と愛から落ちる恐れいつかあります。
