We must learn to live together as brothers, or we will perish together as fools.	私たちは兄弟として共に生きることを学ばなければならない、または私達は愚か者として共に滅びます。
Uh... How's that working?	ええと...どのように作業ですか？
To tell you the truth, I am scared of heights. "You are a coward!"	あなたに真実を伝えるために、私は高さのおびえています。 「あなたは臆病者です！」
Trust me, he said.	私を信頼し、彼は言いました。
This is what I was looking for! he exclaimed.	これは私が探していたものです！彼は叫びました。
This looks pretty interesting, Hiroshi says.	これはかなり面白いに見える、博氏は述べています。
Their communication may be much more complex than we thought.	彼らのコミュニケーションは、我々が考えていたよりもはるかに複雑かもしれません。
The phone is ringing. "I'll get it."	電話が鳴っています。 「私はそれを取得します。」
That's very nice of you, Willie answered.	それはあなたの非常に素晴らしいですが、ウィリーは答えました。
Thank you for helping me. "Don't mention it."	助けてくれてありがとう。 「それを言及しないでください。」
Someday I'll run like the wind.	いつかは風のように実行します。
She likes music. "So do I."	彼女は音楽が好き。 "私もそうです。"
Please don't cry.	泣かないでください。
Let me know if there is anything I can do.	私が何かできることがあるなら、私に教えてください。
It may be that the happiness awaiting us is not at all the sort of happiness we would want.	それは私たちを待っている幸福が、私たちが望むような幸福ではないことかもしれません。
It is up to you to decide whether we will go there or not.	それは私たちがそこに行くかありませんかどうかを決定するのはあなた次第です。
Class doesn't begin until eight-thirty.	クラスは、八から三〇まで開始されません。
I want a boat that will take me far away from here.	私は遠く離れて、ここから私を取るだろうボートをしたいです。
I feel like playing cards. "So do I."	私はトランプのように感じます。 "私もそうです。"
Haven't we met somewhere before? asked the student.	ではない私たちは前にどこかで会ったことがありますか？学生に尋ねました。
A Japanese would never do such a thing.	A日本にはそのようなことを決してしないでしょう。
Allen is a poet.	アレンは詩人です。
The archer killed the deer.	射手は鹿を殺しました。
Communism will never be reached in my lifetime.	共産主義は私の一生の間に到達することはありません。
Rye was called the grain of poverty.	ライは、貧困の穀物と呼ばれていました。
In the 1950's, the Finns were cited as having one of the least healthy diets in the world.	1950年代には、フィンランド人は、世界で最も健康的な食事の1つを有するとして引用しました。
If you see a mistake, then please correct it.	あなたが間違いを見た場合、それを修正してください。
Place the deck of cards on the oaken table.	oakenテーブルの上にデッキのカードを置きます。
The Germans are very crafty.	ドイツ人は非常に狡猾です。
If you don't eat, you die.	あなたが食べていない場合、あなたは死にます。
How do you spell "pretty"?	どのようにして、「かわいい」綴るのですか？
Why don't we go home?	なぜ私たちは家に行きませんか？
I'm sorry, I can't stay long.	ごめんなさい、私は長く滞在することはできません。
Ten years is a long time to wait.	十年は待つには長い時間です。
Why aren't you going? "Because I don't want to."	なぜあなたは進んでいませんか？ 「私はしたくないので。」
One million people lost their lives in the war.	100万人が戦争で命を失いました。
It is not rare at all to live over ninety years.	これは、90年間で生活するすべてでは稀ではありません。
First, I'm going to do an outline of my new website.	まず、私は私の新しいウェブサイトのアウトラインをするつもりです。
Democracy is the worst form of government, except all the others that have been tried.	民主主義が試されている他のすべてを除く政府の最悪の形態です。
When you're beginning to look like the photo in your passport, you should go on a holiday.	あなたのパスポートで写真のように見えるし始めているとき、あなたは休日に行く必要があります。
It wasn't me, commissioner!	それはコミッショナー、私ではなかったです！
Oh, my white pants! And they were new.	ああ、私の白いパンツ！そして、彼らは新しいました。
With so many people around he naturally became a bit nervous.	彼の周りの多くの人と自然に少し緊張しました。
When I left the train station, I saw a man.	私は駅を去ったとき、私は男を見ました。
You're an angel!	貴方は天使です！
People from Madrid are weird.	マドリードからの人々は奇妙です。
Well, the night is quite long, isn't it?	まあ、夜はかなり長いですが、それはないですか？
You're lucky because he didn't bite you.	彼はあなたを噛まなかったので、あなたは幸運。
Did you miss me?	私のことが恋しかったですか？
Are they all the same?	それらはすべて同じですか？
Thank you very much!	どうもありがとうございました！
Where are the eggs, please?	どこで卵は、してくださいですか？
I'll take him.	私は彼を取りますよ。
It's a surprise.	驚きです。
That's a good idea!	良い考えです！
Round trip? Only one-way.	往復？一方向のみ。
It's a pity when somebody dies.	誰かが死ぬとき、それは残念です。
They were left speechless.	彼らは言葉を残しました。
Damn! It's not bad!	くそー！悪くない！
Pull into shape after washing.	洗浄後の形状に引き出します。
Wash before first wearing.	第1装着前に洗浄。
Don't open before the train stops.	列車が停止する前に開けないでください。
Those who live in glass houses should not throw stones.	ガラスの家に住む人は石を投げてはいけません。
They say love is blind.	彼らは、愛は盲目であると言います。
Oh, I'm sorry.	あっ、すみません。
Math is like love: a simple idea, but it can get complicated.	数学は愛のようなものです：シンプルなアイデアが、それは複雑になることができます。
The only useful answers are those that raise new questions.	唯一の有益な答えは、新たな問題を提起するものです。
To have doubts about oneself is the first sign of intelligence.	自分自身に疑問を持つようにすることは知性の最初の兆候です。
Poor is not the one who has too little, but the one who wants too much.	悪いが少なすぎる持つものが、あまりにも多くを望んでいるものではありません。
Seeing that you're not surprised, I think you must have known.	あなたは驚いていないことを見て、私はあなたが知られていなければならないと思います。
How long does it take to get to the station?	どのくらいの時間が駅に着くために時間がかかりますか？
This will be a good souvenir of my trip around the United States.	これは、米国旅行のよい記念になります。
Excuse me; allow me to point out three errors in the above article.	すみません;私は、上記の記事にある3つの誤りを指摘しておきたいです。
It is difficult to keep up a conversation with someone who only says "yes" and "no".	それだけで「はい」と「いいえ」と言うん誰かと会話を続けるのは難しいです。
Do you speak Italian?	イタリア語が話せますか？
I can't think with that noise, she said, as she stared at the typewriter.	私はその騒音と考えることはできません、彼女はタイプライターを見つめて、言いました。
It is said that "Hamlet" is the most interesting play ever written.	「ハムレット」はこれまでで最もおもしろい戯曲だと言われています。
May I ask a question?	質問していいですか？
How do you feel? he inquired.	気分はどうですか？彼は尋ねました。
It's quite difficult to master French in 2 or 3 years.	これは、2〜3年でフランス語を習得することは非常に困難です。
It's impossible for me to explain it to you.	私はあなたにそれを説明することは不可能です。
I don't want to spend the rest of my life regretting it.	私はそれを後悔私の人生の残りの部分を費やす必要はありません。
It would be fun to see how things change over the years.	物事が長年にわたってどのように変化するかを見るために楽しいだろう。
I would never have guessed that.	私はそれを推測しなかったでしょう。
Imagination affects every aspect of our lives.	想像力は、私たちの生活のあらゆる側面に影響を与えます。
You'll forget about me someday.	あなたはいつか私を忘れるでしょう。
That is rather unexpected.	それはかなり予想外です。
I wonder how long it's going to take.	私はそれを取るために起こっているどのくらいだろう。
I can't live without a TV.	私はテレビなしでは生きられません。
I couldn't have done it without you. Thank you.	私はあなたなしでそれを行っていることができませんでした。ありがとうございました。
Nothing is achieved without effort.	何も努力せずに達成されません。
Many people drift through life without a purpose.	多くの人は目的なしに人生を漂流します。
Life without love is just totally pointless.	愛のない人生はちょうど全く無意味です。
Let me know if I need to make any changes.	私は変更を加える必要があるなら、私に教えてください。
I think exams are ruining education.	私は試験が教育を台無しにしていると思います。
We can't sleep because of the noise.	私たちは、ノイズのために眠ることができません。
Do you have a condom?	あなたはコンドームを持っていますか？
Do whatever he tells you.	彼はあなたを伝えるものは何でも。
I can walk to school in 10 minutes.	私は10分に学校に歩くことができます。
It took me more than two hours to translate a few pages of English.	これは、英語の数ページを翻訳するために私に2時間以上かかりました。
It is already eleven.	これは、すでに11です。
May I talk to Ms. Brown?	私はブラウンさんに話してもいいですか？
Yes, orange juice please, says Mike.	はい、オレンジジュース、マイクは言う下さい。
Ah! is an interjection.	ああ！間投詞です。
What do you want?	なんでしょう？
The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.	学校教育の義務的な性格はほとんどの子供たちの中に学ぶ意欲を開発するためのさまざまな方法の研究に捧げた作品の多くで分析されていません。
You suck dude! I have to tell you everything!	あなたは男を吸います！私はあなたのすべてを伝える必要があります！
I have a bone to pick with you.	私はあなたと一緒に選ぶために骨を持っています。
Do you need me to give you some money?	あなたは私はあなたにいくつかのお金を与える必要がありますか？
Paris is the most beautiful city in the world.	パリは世界で最も美しい都市です。
Hey, I may have no money, but I still have my pride.	ねえ、私はお金がないかもしれないが、私はまだ私の誇りを持っています。
I have a dream.	私には夢があります。
This is my friend Rachel. We went to high school together.	これは私の友人レイチェルです。私たちは一緒の高校に行ってきました。
The cost of life increased drastically.	人生のコストが大幅に増加しました。
All that which is invented, is true.	考案されたすべてのことを、事実です。
To be surprised, to wonder, is to begin to understand.	驚くことには、不思議に、理解し始めることです。
But the universe is infinite.	しかし、宇宙は無限です。
To be perfect she lacked just one defect.	完璧であるために、彼女はただ一つの欠陥を欠いていました。
And yet, the contrary is always true as well.	そして、まだ、逆も同様に常に真です。
We don't see things as they are, but as we are.	彼らがそうであるように私たちは、物事を見ていないが、我々はしているよう。
The world is a den of crazies.	世界はクレイジーズの巣窟です。
You opened up my eyes to what it's like when everything is right.	あなたは、それはすべてが右のときにどのようなものかに私の目を開きました。
You found me where no one else was looking.	誰が見ていなかったところあなたは私を見つけました。
You're by my side; everything's fine now.	あなたは私の側でね。今ではすべての罰金。
What do you mean you don't know?!	あなたが知らない何を意味するのか？
You look stupid.	バカみたい。
I think I'm gonna go to sleep.	私は眠りに行くつもりだと思います。
My name is Jack.	私の名前はジャックです。
I like it very much.	私はそれがとても好き。
We're meeting up tomorrow?	明日会うしていますか？
How do you say that in Italian?	あなたはイタリア語でどのようにしていることを言うのですか？
I have to go shopping. I'll be back in an hour.	私は買い物に行かなければなりません。私は時間に戻ってきます。
Is it far from here?	それはここから遠いですか？
These things aren't mine!	これらの事は私ではありません！
Thanks, that's all.	おかげで、それがすべてです。
Would you like to dance with me?	わたしと踊りませんか？
Italy is a very beautiful country.	イタリアはとても美しい国です。
It's not my fault!	それは私のせいではありません！
I'd like to stay for one night.	私は一晩滞在したいと思います。
Could you dial for me? The telephone is too high.	あなたは私のためにダイヤルしてもらえますか？電話は高すぎます。
Is there a youth hostel near here?	ユースホステルは近くここにありますか？
Where are the showers?	シャワーはどこにありますか？
Open your mouth!	口を開けて！
Is it bad?	それは悪いですか？
I have lost my wallet.	私は私の財布を失っています。
Love is never wasted.	愛は無駄にされることはありません。
Life is what happens to you while you're busy making other plans.	人生はあなたが他の計画を立てて忙しいながら、あなたに何が起こるかです。
Not wanting is the same as having.	望んでいないは持つと同じです。
He's very sexy.	彼は非常にセクシーです。
Pass me the salt, please. "Here you are."	私に塩を渡して下さい。 "はい、どうぞ。"
There are too many things to do!	行うには、あまりにも多くのものがあります！
Come on, play with me, I'm so bored!	私は退屈だ、私と一緒に遊ぶ、さあ！
Don't you even think of eating my chocolate!	あなたも私のチョコレートを食べると考えてはいけません！
Stop asking me for a drink! Go get it yourself.	飲み物のための私を求めて停止！ゴーはそれを自分自身を取得します。
Thanks to you I've lost my appetite.	あなたのおかげで私は私の食欲を失ってしまいました。
I really need to hit somebody.	私は本当にヒット誰かに必要です。
Who doesn't know this problem?!	誰がこの問題を知りません！
It has been so long since I last went to Disneyland with my family.	私は最後の私の家族と一緒にディズニーランドに行ってきましたので、それはあまりにも長い間されています。
My parents keep arguing about stupid things. It's so annoying!	私の両親は愚かなことについて議論続けます。それはとても迷惑なんです！
If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.	あなたは日焼け止めを置くためにしたくない場合は、それがあなたの問題です。ちょうどあなたが日焼けを取得するときに私に文句を言ってきません。
My friends always say I'm too calm, but my family always says I'm too annoying.	私の友人はいつも私があまりにも穏やかだと言うが、私の家族はいつも私はあまりにも迷惑だと言います。
I hate those spiders. They're always there to freak me out when I'm cleaning.	私はそれらのクモが嫌い。彼らは私が掃除していたときに私をフリークアウトするために常にそこにいます。
So annoying... Now I get a headache whenever I use the computer!	だから、迷惑な...私はコンピュータを使用する時はいつでも今、私は頭痛を入手！
It's so hot that you could cook an egg on the hood of a car.	それはあなたの車のボンネットの上に卵を調理ことができるように暑いです。
It is very hot today.	今日はとても暑い。
Nobody came.	誰も来なかった。
I never saw a red fridge.	私は赤い冷蔵庫を見たことがありません。
Better to be hated for who you are than loved for who you're not.	より良いあなたがいないなら、誰のために愛するよりも、ある人のために嫌われます。
It's lonely in the saddle since the horse died.	馬が死んだので、それはサドルで孤独です。
Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.	数学はあなたが明日目が覚めたと宇宙が消えていた発見した場合、あなたが何をし続けることができる科学の一部です。
My eyes are an ocean in which my dreams are reflected.	私の目は私の夢を反映した海です。
You know the phrase, we reap what we sow. I have sown the wind and this is my storm.	あなたがフレーズを知って、私たちは種をまくものを刈り取ります。私は風を蒔いてきたし、これが私の嵐です。
Look at me when I talk to you!	私はあなたに話すとき私を見て！
What would the world be without women?	世界は、女性なしでは何でしょうか？
What if you gave a speech and nobody came?	あなたがスピーチを与え、誰も来なかった場合はどうなりますか？
I don't know what to say to make you feel better.	私はあなたが気分を良くするために言うことを知りません。
This is not my type.	これは私のタイプではありません。
I was trying to kill time.	私は時間を殺すためにしようとしていました。
